Index, UTC_time, BAR_temperature, BAR_pressure, GPS_fix_mode, GPS_latitude, GPS_longitude, GPS_speed, GPS_heading, GPS_alt, GPS_time, BAR_alt
1,1718532717.230666,25.9375,95900.25,3,49.7163347,14.0946489,0,0.0,462.835,2024-06-16T12:11:57.000Z,461.69305585158213
2,1718532717.761725,25.9375,95900.25,3,49.7163347,14.0946489,0,0.0,462.835,2024-06-16T12:11:57.000Z,461.69305585158213
3,1718532718.28935,25.9375,95902.75,3,49.7163337,14.0946481,0,0.0,462.707,2024-06-16T12:11:58.000Z,461.4754668748764
4,1718532718.817136,25.9375,95902.75,3,49.7163337,14.0946481,0,0.0,462.707,2024-06-16T12:11:58.000Z,461.4754668748764
5,1718532719.344635,25.875,95900.0,3,49.7163327,14.0946471,0,0.0,462.59,2024-06-16T12:11:59.000Z,461.71481500186707
6,1718532719.873598,25.875,95900.0,3,49.7163327,14.0946471,0,0.0,462.59,2024-06-16T12:11:59.000Z,461.71481500186707
7,1718532720.401472,25.875,95902.75,3,49.7163319,14.0946464,0,0.0,462.505,2024-06-16T12:12:00.000Z,461.4754668748764
8,1718532720.929173,25.875,95902.75,3,49.7163319,14.0946464,0,0.0,462.505,2024-06-16T12:12:00.000Z,461.4754668748764
9,1718532721.455691,25.875,95900.0,3,49.7163309,14.0946459,0,0.0,462.387,2024-06-16T12:12:01.000Z,461.71481500186707
10,1718532721.985222,25.875,95900.0,3,49.7163309,14.0946459,0,0.0,462.387,2024-06-16T12:12:01.000Z,461.71481500186707
11,1718532722.51241,25.875,95896.0,3,49.7163301,14.094645,0,0.0,462.27,2024-06-16T12:12:02.000Z,462.0629676532099
12,1718532723.039803,25.875,95896.0,3,49.7163298,14.0946448,0,0.0,462.236,2024-06-16T12:12:03.000Z,462.0629676532099
13,1718532723.566672,25.875,95900.0,3,49.7163298,14.0946448,0,0.0,462.236,2024-06-16T12:12:03.000Z,461.71481500186707
14,1718532724.093616,25.875,95900.0,3,49.7163289,14.0946437,0,0.0,462.11,2024-06-16T12:12:04.000Z,461.71481500186707
15,1718532724.620652,25.8125,95900.5,3,49.7163289,14.0946437,0,0.0,462.11,2024-06-16T12:12:04.000Z,461.67129674722656
16,1718532725.14793,25.8125,95900.5,3,49.7163293,14.0946445,0,0.0,462.234,2024-06-16T12:12:05.000Z,461.67129674722656
17,1718532725.675425,25.875,95902.5,3,49.7163293,14.0946445,0,0.0,462.234,2024-06-16T12:12:05.000Z,461.4972255658679
18,1718532726.203508,25.875,95902.5,3,49.7163296,14.0946453,0,0.0,462.33,2024-06-16T12:12:06.000Z,461.4972255658679
19,1718532726.730994,25.875,95900.5,3,49.7163296,14.0946453,0,0.0,462.33,2024-06-16T12:12:06.000Z,461.67129674722656
20,1718532727.258532,25.875,95900.5,3,49.7163287,14.0946445,0,0.0,462.25,2024-06-16T12:12:07.000Z,461.67129674722656
21,1718532727.785806,25.8125,95898.25,3,49.7163287,14.0946445,0,0.0,462.25,2024-06-16T12:12:07.000Z,461.8671303399519
22,1718532728.313209,25.8125,95898.25,3,49.7163281,14.0946445,0,0.0,462.21,2024-06-16T12:12:08.000Z,461.8671303399519
23,1718532728.839865,25.8125,95902.0,3,49.7163281,14.0946445,0,0.0,462.21,2024-06-16T12:12:08.000Z,461.54074308562906
24,1718532729.366991,25.8125,95898.25,3,49.7163274,14.0946445,0,0.0,462.19,2024-06-16T12:12:09.000Z,461.8671303399519
25,1718532729.89378,25.8125,95898.25,3,49.7163274,14.0946445,0,0.0,462.19,2024-06-16T12:12:09.000Z,461.8671303399519
26,1718532730.421224,25.8125,95898.25,3,49.7163273,14.0946449,0,0.0,462.196,2024-06-16T12:12:10.000Z,461.8671303399519
27,1718532730.94823,25.8125,95898.25,3,49.7163273,14.0946449,0,0.0,462.196,2024-06-16T12:12:10.000Z,461.8671303399519
28,1718532731.47495,25.8125,95898.75,3,49.7163272,14.0946455,0,0.0,462.152,2024-06-16T12:12:11.000Z,461.8236114422662
29,1718532732.001794,25.8125,95898.75,3,49.7163272,14.0946455,0,0.0,462.152,2024-06-16T12:12:11.000Z,461.8236114422662
30,1718532732.529318,25.8125,95898.5,3,49.7163277,14.094647,0,0.0,462.247,2024-06-16T12:12:12.000Z,461.8453708681419
31,1718532733.05769,25.8125,95898.5,3,49.7163269,14.0946468,0,0.0,462.173,2024-06-16T12:12:13.000Z,461.8453708681419
32,1718532733.584978,25.8125,95900.25,3,49.7163269,14.0946468,0,0.0,462.173,2024-06-16T12:12:13.000Z,461.69305585158213
33,1718532734.112181,25.8125,95900.25,3,49.7163267,14.0946469,0,0.0,462.1,2024-06-16T12:12:14.000Z,461.69305585158213
34,1718532734.639184,25.8125,95902.25,3,49.7163267,14.0946469,0,0.0,462.1,2024-06-16T12:12:14.000Z,461.5189843027838
35,1718532735.166012,25.8125,95902.25,3,49.7163264,14.094647,0,0.0,462.094,2024-06-16T12:12:15.000Z,461.5189843027838
